POLICY_ID,CLAIM_NB,CLAIM_TOTAL_AMOUNT
48772,1,378.31
48822,1,1503.02
48871,1,60.53
48878,1,1128.12
48887,1,1128.12
48942,1,1128.12
49004,1,1128.12
49005,1,1089.82
49020,1,564.06
49083,1,1128.12
49104,1,1045.58
49133,1,1128.12
49189,1,17319.76
49194,1,1128.12
49196,1,1220.25
49349,1,1128.12
49368,1,57.36
49381,1,1128.12
49390,1,1128.12
49396,2,1201.05
49398,1,61.13
49432,1,1128.12
49443,1,1128.12
49486,1,4350.57
49532,1,1128.12
49568,1,3538.48
49579,1,506.2
49588,1,714.87
49624,1,1668.95
49647,1,1128.12
49685,1,1128.12
49694,1,78.15
49725,1,1647.59
49743,1,30.37
49807,1,1128.12
49828,1,439.6
49872,1,1128.12
49936,1,1128.12
49939,1,1128.12
49971,1,1128.12
50013,1,1128.12
50045,1,1128.12
50100,1,1128.12
50158,1,1585.47
50171,1,1128.12
50208,1,4217.4
50269,1,1180.29
50312,1,1128.12
50453,1,3750.12
50482,1,1128.12
50485,2,1622.6999999999998
50516,1,62.67
50552,1,1548.0
50597,1,442.49
50608,1,39.62
50637,2,2046.29
50648,1,1114.47
50663,1,75.57
50668,1,203.17
50705,1,36.47
50720,1,1128.12
50730,2,3077.25
50739,1,1232.96
50746,1,3268.86
50801,1,75.48
50824,1,1128.12
50828,1,95.72
50833,1,1128.12
50856,1,1128.12
50890,1,1128.12
50909,1,8340.47
50927,1,1128.12
50934,1,1206.3
51046,1,142.19
51096,1,1725.1
51114,1,1128.12
51125,1,1128.12
51196,1,1781.87
51198,1,1177.37
51211,1,1128.12
51255,1,665.25
51312,1,3757.11
51640,1,1890.37
51697,1,1128.12
51720,1,1533.33
51758,1,75.31
51784,1,564.06
51792,1,1128.12
51794,1,1128.12
51856,1,594.87
51859,1,957.44
51929,1,4980.99
51982,1,1128.12
52057,1,1128.12
52060,1,4329.55
52077,1,1128.12
52119,1,1993.43
52131,1,506.67
52201,1,215.51
52255,1,2240.56
52320,1,90.43
52340,1,1293.51
52345,1,170.06
52364,1,73.3
52376,1,1128.12
52386,1,10838.54
52405,1,1813.74
52416,1,486.67
52427,1,1128.12
52576,1,3833.75
52587,1,286.7
52663,1,1160.58
52743,1,460.03
52786,1,197.84
52807,1,1128.12
52840,1,1128.12
52990,1,439.82
53048,1,1128.12
53136,1,4599.79
53139,1,1128.12
53150,1,1211.59
53170,1,546.4
53173,1,1128.12
53185,1,75.32
53203,1,1296.69
53220,1,1128.12
53278,1,2210.8
53312,1,1128.12
53328,1,1211.8
53370,1,2176.81
53374,1,1135.58
53375,1,1128.12
53450,1,1128.12
53664,1,1128.12
53677,1,341.6
53709,1,2356.72
53747,1,1128.12
53752,1,1190.77
53766,1,1128.12
53865,1,183073.66
53874,1,75.94
53923,1,722.73
53924,1,35098.33
53938,1,1128.12
53961,1,1128.12
53964,1,693.32
54009,4,4882.44
54019,1,1128.12
54098,1,984.61
54102,1,74.82
54119,1,1128.12
54159,1,1128.12
54160,1,2175.83
54183,1,1625.56
54207,1,4573.47
54274,1,1057.93
54278,1,1128.12
54297,1,1115.9
54344,1,91.16
54359,1,780.26
54375,1,1128.12
54387,1,1526.44
54399,1,3018.49
54504,1,1689.17
54553,1,1156.66
54575,1,1732.92
54660,1,6880.06
54682,1,1524.49
54702,2,1692.1799999999998
54800,1,2813.77
54801,1,1128.12
54876,1,1128.12
54929,1,701.96
55040,1,4177.1
55052,1,3192.28
55055,1,2255.18
55083,1,1667.37
55221,1,1128.12
55365,1,685.77
55445,1,1826.43
55457,1,1128.12
55466,1,481.68
55597,1,106.48
55610,1,462.01
55655,1,10.23
55722,1,1128.12
55726,1,1128.12
55763,1,2071.27
55796,1,1182.79
55906,1,5030.82
55920,1,224.01
55952,1,278.16
55984,1,1128.12
56028,1,3559.23
56094,1,1128.12
56096,1,461.04
56102,1,1128.12
56134,1,1128.12
56165,1,72.93
56172,1,1852.38
56237,1,42.16
56254,1,7154.23
56262,1,1128.12
56268,1,3120.51
56277,1,1128.12
56311,1,270.51
56319,1,1128.12
56456,1,1128.12
56485,1,75.32
56508,1,1662.03
56546,1,1128.12
56589,1,1128.12
56600,1,190.03
56602,1,1090.1
56647,1,887.75
56648,1,75.32
56654,1,1228.3
56669,1,1128.12
56685,1,196.18
56702,1,1858.81
56715,1,75.32
56726,1,1128.12
56728,1,119.83
56729,1,855.21
56787,1,621.51
56806,1,1128.12
56813,1,75.32
56854,1,564.06
56920,1,759.01
56940,1,1128.12
56999,1,3771.43
57005,1,1405.28
57042,1,1128.12
57144,1,1128.12
57154,1,1128.12
57361,1,1666.22
57374,1,2358.51
57378,1,101.45
57388,2,1267.3600000000001
57442,1,1128.12
57490,1,3105.74
57499,1,1128.12
57501,2,2256.24
57517,1,1128.12
57547,1,1128.12
57549,1,1128.12
57561,1,1128.12
57576,1,1128.12
57645,1,1128.12
57657,1,13809.51
57670,2,2273.66
57703,1,115.32
57710,1,2347.89
57711,1,583.75
57717,1,1128.12
57736,1,564.06
57781,1,627.47
57795,1,1128.12
57879,1,517.93
57930,1,910.76
57958,1,1128.12
57989,1,124.66
57998,1,1128.12
58080,1,1128.12
58084,1,2159.06
58089,1,1128.12
58115,1,1128.12
58134,1,1046.72
58229,1,1559.32
58258,1,906.81
58271,2,2256.24
58288,1,294.64
58319,1,3492.34
58331,1,1150.69
58394,1,629.84
58409,1,557.2
58511,1,2755.12
58529,1,1286.66
58544,1,72.41
58579,1,1128.12
58741,1,1128.12
58752,1,564.06
58824,1,1128.12
58845,1,1128.12
58854,1,152.45
58886,1,1563.35
58915,1,1128.12
58939,1,1346.18
59067,1,1128.12
59091,1,1773.88
59107,1,26099.27
59137,1,1128.12
59197,1,529.38
59230,1,87.14
59240,1,1128.12
59279,1,230.65
59317,1,1128.12
59323,1,1128.12
59325,1,1128.12
59327,2,2356.24
59378,1,1387.6
59394,1,942.06
59409,1,532.89
59430,1,783.99
59463,1,1281.41
59499,1,2523.49
59548,1,1128.12
59554,1,1128.12
59556,1,6111.05
59567,1,1128.12
59600,1,726.3
59621,1,6.25
59630,1,1128.12
59635,1,1031.75
59643,1,1602.61
59722,1,918.19
59741,1,256.42
59865,2,2467.77
59872,1,1252.25
59882,1,1128.12
59893,1,2346.47
59963,1,810.67
59975,1,701.37
60000,1,1128.12
60031,1,273.49
60033,1,1021.81
60080,1,6090.15
60144,1,564.06
60160,1,441.66
60164,1,5639.12
60181,1,1128.12
60253,1,1128.12
60345,1,74.46
60375,1,1128.12
60384,1,464.28
60392,1,1128.12
60424,1,154.46
60464,2,1286.02
60483,1,1128.12
60505,1,45.37
60522,1,731.03
60571,1,1128.12
60691,1,1128.12
60759,1,1700.77
60765,1,1128.12
60768,1,1128.12
60774,1,611.37
60785,1,2616.8
60797,1,832.27
60847,1,1128.12
60857,1,1128.12
60880,2,1194.4899999999998
60991,1,1128.12
61012,1,17937.57
61021,3,2218.41
61070,1,560.39
61161,1,456.04
61162,1,2909.42
61209,1,1128.12
61327,1,2320.7
61341,1,15948.14
61435,1,349.8
61491,1,1128.12
61652,1,1128.12
61653,1,1128.12
61656,1,1128.12
61661,1,59.99
61727,1,1128.12
61755,1,410.85
61782,1,1128.12
61828,1,115.44
61835,1,3368.44
61856,1,809.7
61888,1,1128.12
61946,1,1128.12
61976,1,8682.4
62033,1,1164.34
62071,1,1074.25
62090,1,861.79
62179,1,67.46
62193,1,370.82
62194,1,1128.12
62195,1,1128.12
62207,1,4317.59
62271,1,1124.44
62312,1,9205.58
62378,1,32.82
62389,1,1128.12
62402,1,25.92
62494,1,217.04
62515,1,1985.17
62557,1,1128.12
62583,1,1128.12
62586,1,1128.12
62599,1,1128.12
62632,1,1128.12
62662,1,1128.12
62665,1,1128.12
62681,1,1128.12
62686,1,1128.12
62698,1,100.14
62709,1,1128.12
62711,1,1128.12
62731,1,564.06
62734,1,1128.12
62755,1,148.72
62785,1,257.61
62817,1,1128.12
62822,1,542.6
62836,1,1128.12
62880,1,1128.12
62884,1,630.67
62898,1,1128.12
62913,1,4.6
62916,1,1128.12
62964,1,1128.12
63006,1,1128.12
63013,1,91.78
63078,1,69.18
63172,1,1128.12
63225,1,1128.12
63257,1,1128.12
63319,1,180.08
63352,1,404.79
63368,1,75.35
63372,1,1128.12
63391,1,1788.38
63426,1,1128.12
63437,1,1128.12
63493,1,55.0
63497,1,5450.85
63522,1,219.83
63523,1,1128.12
63532,1,70208.0
63581,2,2256.24
